育林,121.4157292 , 24.9857903
柑園,121.3894168 , 24.9559459
武林,121.414536 , 25.001966
樹林,121.4178125 , 24.9896791
桃子腳,121.3824892 , 24.9498183
三多,121.406498 , 25.016823
山佳,121.4019205 , 24.9753045
文林,121.4259652 , 24.9975819
建國,121.3466567 , 24.9549183
二橋,121.3375823 , 24.9408835
永吉,121.3329799 , 24.9591803
中湖,121.3479433 , 24.9730001
昌福,121.3394111 , 24.955818
鳳鳴,121.3348707 , 24.9691763
鶯歌,121.3459163 , 24.9509551
光榮,121.5012617 , 25.0709118
五華,121.4932707 , 25.0867045
二重,121.4778456 , 25.0656779
光興,121.4988744 , 25.0590597
厚德,121.4886952 , 25.0718467
三重,121.497846 , 25.070507
集美,121.4879256 , 25.0565701
興穀,121.4755421 , 25.050167
正義,121.4960977 , 25.0646138
碧華,121.4899513 , 25.0849884
永福,121.4804479 , 25.0769981
重陽,121.4839957 , 25.0668021
修德,121.489788 , 25.0657356
三光,121.495867 , 25.055976
裕民,121.418487 , 25.021499
昌隆,121.4560226 , 25.0510524
丹鳳,121.4138083 , 25.0241418
頭前,121.4659738 , 25.0528828
新莊,121.4558945 , 25.0369938
新泰,121.4436689 , 25.0379104
興化,121.4618416 , 25.0659676
光華,121.425414 , 25.017666
國泰,121.4417454 , 25.0340879
中港,121.4471647 , 25.0451464
中信,121.4480904 , 25.0562323
榮富,121.4473723 , 25.0514712
民安,121.427506 , 25.022151
豐年,121.4433796 , 25.030978
思賢,121.4567605 , 25.0457014
昌平,121.4555785 , 25.0558537
同榮,121.4281415 , 25.0545174
義學,121.4309406 , 25.0522704
泰山,121.4317 , 25.061512
明志,121.4273819 , 25.045141
麗林,121.3681912 , 25.0687421
瑞平,121.349481 , 25.128497
林口,121.3897241 , 25.0807109
興福,121.312598 , 25.112383
南勢,121.3584178 , 25.0755524
麗園,121.3762408 , 25.0685149
嘉寶,121.339001 , 25.108385
仁愛,121.4705226 , 25.0913353
蘆洲,121.4700053 , 25.084149
忠義,121.4639592 , 25.0893944
鷺江,121.4759749 , 25.0843261
成功,121.4573875 , 25.0858563
更寮,121.4673659 , 25.0705425
五股,121.4374077 , 25.0828109
德音,121.4345845 , 25.0714756
成州,121.4507729 , 25.0997995
米倉,121.445421 , 25.146374
聖心,121.4503523 , 25.1344601
大崁,121.419518 , 25.1603401
八里,121.4029692 , 25.1492794
長坑,121.390083 , 25.125564
鄧公,121.4486362 , 25.1715744
中泰,121.484312 , 25.224514
興仁,121.450886 , 25.217321
文化,121.4373978 , 25.1740991
新興,121.4401188 , 25.1797593
坪頂,121.4834597 , 25.1578548
忠山,121.4799389 , 25.2003654
天生,121.4245976 , 25.1814403
淡水,121.4410349 , 25.1731052
竹圍,121.4606865 , 25.1476414
屯山,121.4562481 , 25.2373594
水源,121.4765141 , 25.1858594
育英,121.4448817 , 25.1971288
興華,121.50138 , 25.204074
三芝,121.5015019 , 25.2578416
橫山,121.5299788 , 25.2588815
乾華,121.592078 , 25.268834
老梅,121.5449617 , 25.2891126
石門,121.5672752 , 25.2919747
北大,121.3710406 , 24.9391293
新林,121.3568714, 25.0697515
達觀,121.4977917, 24.9536247
龍埔,121.3753016, 24.941159
頭湖,121.3707733, 25.0820978
新市,121.4421897, 25.1864261
東湖,121.3815149, 25.0761807
